0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	2
85	10
86	31
87	45
88	42
89	52
90	55
91	50
92	59
93	43
94	49
95	53
96	68
97	61
98	66
99	61
100	76
101	72
102	63
103	81
104	62
105	84
106	101
107	77
108	89
109	98
110	109
111	111
112	118
113	126
114	119
115	100
116	94
117	112
118	98
119	123
120	108
121	114
122	92
123	108
124	97
125	124
126	119
127	139
128	103
129	113
130	85
131	81
132	86
133	98
134	82
135	74
136	91
137	68
138	73
139	74
140	63
141	68
142	62
143	65
144	56
145	53
146	40
147	53
148	50
149	45
150	38
151	45
152	50
153	26
154	27
155	26
156	32
157	28
158	28
159	27
160	27
161	24
162	25
163	22
164	28
165	21
166	37
167	24
168	22
169	30
170	18
171	23
172	26
173	31
174	37
175	27
176	27
177	42
178	24
179	30
180	40
181	32
182	21
183	40
184	27
185	40
186	32
187	34
188	30
189	43
190	29
191	33
192	45
193	37
194	32
195	29
196	40
197	36
198	32
199	30
200	37
201	31
202	28
203	20
204	31
205	35
206	30
207	24
208	28
209	28
210	30
211	32
212	20
213	29
214	35
215	22
216	21
217	32
218	16
219	16
220	15
221	22
222	21
223	24
224	28
225	27
226	15
227	18
228	15
229	15
230	21
231	18
232	15
233	11
234	12
235	11
236	11
237	15
238	16
239	12
240	16
241	13
242	15
243	12
244	18
245	13
246	15
247	18
248	13
249	15
250	15
251	13
252	18
253	13
254	12
255	15
256	14
257	10
258	12
259	24
260	19
261	14
262	14
263	13
264	22
265	14
266	22
267	29
268	15
269	9
270	24
271	16
272	14
273	20
274	16
275	15
276	18
277	26
278	19
279	25
280	24
281	26
282	21
283	32
284	29
285	22
286	31
287	25
288	27
289	22
290	32
291	28
292	30
293	28
294	28
295	19
296	15
297	21
298	22
299	27
300	17
301	29
302	28
303	31
304	27
305	18
306	27
307	25
308	26
309	31
310	32
311	21
312	21
313	23
314	25
315	28
316	26
317	15
318	29
319	26
320	27
321	21
322	22
323	25
324	25
325	23
326	35
327	30
328	24
329	18
330	17
331	17
332	15
333	26
334	20
335	22
336	25
337	24
338	19
339	22
340	19
341	19
342	17
343	28
344	17
345	17
346	20
347	24
348	21
349	24
350	17
351	20
352	25
353	25
354	16
355	21
356	24
357	20
358	24
359	26
360	12
361	24
362	21
363	27
364	29
365	17
366	24
367	30
368	24
369	24
370	31
371	22
372	28
373	23
374	23
375	29
376	36
377	31
378	35
379	35
380	49
381	41
382	43
383	39
384	36
385	31
386	48
387	53
388	54
389	56
390	45
391	54
392	54
393	51
394	58
395	62
396	55
397	60
398	82
399	64
400	72
401	83
402	77
403	82
404	94
405	95
406	98
407	89
408	108
409	118
410	96
411	108
412	129
413	130
414	109
415	135
416	125
417	100
418	139
419	136
420	130
421	155
422	156
423	142
424	147
425	160
426	191
427	158
428	174
429	199
430	209
431	186
432	205
433	201
434	196
435	244
436	240
437	214
438	242
439	256
440	239
441	238
442	260
443	267
444	254
445	275
446	268
447	287
448	307
449	299
450	284
451	286
452	298
453	293
454	295
455	309
456	319
457	329
458	311
459	317
460	308
461	335
462	306
463	292
464	305
465	331
466	297
467	296
468	324
469	284
470	312
471	316
472	322
473	319
474	302
475	275
476	317
477	308
478	304
479	331
480	313
481	280
482	274
483	265
484	246
485	242
486	259
487	256
488	258
489	264
490	257
491	230
492	214
493	221
494	227
495	206
496	220
497	218
498	192
499	190
500	205
501	205
502	196
503	212
504	182
505	192
506	156
507	164
508	161
509	154
510	165
511	141
512	153
513	145
514	152
515	148
516	150
517	134
518	118
519	131
520	131
521	138
522	103
523	145
524	123
525	108
526	102
527	95
528	119
529	119
530	127
531	109
532	107
533	99
