0	0
1	0
2	1
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	1
13	0
14	1
15	0
16	1
17	0
18	1
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	2
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	1
40	0
41	0
42	1
43	0
44	0
45	0
46	0
47	1
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	1
84	1
85	6
86	10
87	15
88	9
89	14
90	17
91	12
92	15
93	8
94	14
95	9
96	11
97	8
98	13
99	12
100	13
101	12
102	9
103	9
104	6
105	9
106	8
107	11
108	8
109	17
110	4
111	11
112	12
113	8
114	2
115	12
116	13
117	12
118	11
119	10
120	6
121	5
122	9
123	14
124	12
125	11
126	10
127	6
128	3
129	11
130	9
131	7
132	5
133	13
134	10
135	8
136	9
137	12
138	7
139	11
140	7
141	8
142	10
143	15
144	10
145	11
146	10
147	6
148	9
149	10
150	6
151	13
152	5
153	11
154	16
155	4
156	8
157	9
158	6
159	10
160	7
161	15
162	10
163	15
164	10
165	11
166	10
167	11
168	10
169	8
170	13
171	9
172	9
173	9
174	15
175	13
176	9
177	7
178	9
179	13
180	4
181	8
182	4
183	13
184	4
185	11
186	9
187	8
188	12
189	10
190	8
191	10
192	7
193	7
194	5
195	9
196	13
197	10
198	6
199	7
200	13
201	6
202	11
203	8
204	9
205	5
206	6
207	13
208	7
209	9
210	8
211	16
212	10
213	9
214	7
215	14
216	8
217	6
218	4
219	7
220	5
221	10
222	11
223	10
224	9
225	9
226	9
227	9
228	11
229	8
230	6
231	10
232	13
233	6
234	8
235	10
236	12
237	9
238	11
239	16
240	8
241	9
242	6
243	16
244	10
245	7
246	10
247	6
248	6
249	8
250	14
251	18
252	12
253	10
254	7
255	12
256	5
257	12
258	15
259	8
260	11
261	7
262	12
263	11
264	12
265	16
266	10
267	8
268	13
269	12
270	10
271	7
272	10
273	19
274	7
275	5
276	6
277	13
278	13
279	5
280	9
281	8
282	13
283	9
284	11
285	12
286	13
287	13
288	6
289	10
290	8
291	8
292	7
293	12
294	8
295	11
296	14
297	16
298	12
299	9
300	12
301	11
302	11
303	13
304	7
305	15
306	6
307	12
308	6
309	8
310	14
311	8
312	12
313	14
314	9
315	4
316	5
317	8
318	5
319	7
320	8
321	10
322	13
323	8
324	10
325	11
326	8
327	7
328	12
329	16
330	9
331	4
332	12
333	11
334	11
335	9
336	7
337	11
338	6
339	5
340	8
341	10
342	5
343	15
344	9
345	16
346	10
347	7
348	8
349	9
350	12
351	10
352	3
353	8
354	13
355	4
356	8
357	14
358	10
359	11
360	8
361	3
362	7
363	11
364	10
365	13
366	10
367	8
368	16
369	10
370	14
371	5
372	9
373	14
374	8
375	14
376	5
377	7
378	8
379	16
380	11
381	10
382	13
383	12
384	11
385	9
386	15
387	11
388	7
389	7
390	10
391	12
392	14
393	12
394	13
395	10
396	16
397	12
398	10
399	14
400	7
401	15
402	16
403	8
404	12
405	12
406	10
407	9
408	8
409	11
410	9
411	10
412	4
413	6
414	9
415	19
416	14
417	9
418	16
419	15
420	16
421	16
422	8
423	10
424	8
425	8
426	7
427	11
428	9
429	4
430	8
431	6
432	12
433	6
434	6
435	11
436	6
437	8
438	18
439	15
440	11
441	15
442	9
443	15
444	11
445	17
446	11
447	9
448	6
449	21
450	8
451	6
452	12
453	11
454	4
455	11
456	8
457	8
458	11
459	11
460	9
461	8
462	15
463	10
464	13
465	17
466	10
467	9
468	21
469	7
470	12
471	11
472	12
473	10
474	8
475	13
476	14
477	8
478	12
479	8
480	15
481	17
482	17
483	9
484	15
485	10
486	13
487	21
488	19
489	10
490	10
491	12
492	14
493	8
494	11
495	9
496	9
497	13
498	17
499	13
500	13
501	16
502	11
503	18
504	8
505	11
506	9
507	14
508	8
509	7
510	11
511	8
512	15
513	16
514	13
515	16
516	19
517	13
518	11
519	9
520	13
521	11
522	12
523	15
524	7
525	9
526	13
527	15
528	9
529	11
530	16
531	11
532	13
533	9
