0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	1
84	2
85	3
86	6
87	6
88	18
89	14
90	20
91	9
92	12
93	12
94	11
95	10
96	13
97	13
98	13
99	10
100	7
101	16
102	8
103	8
104	11
105	7
106	9
107	12
108	7
109	10
110	7
111	9
112	6
113	9
114	6
115	12
116	12
117	9
118	8
119	14
120	9
121	10
122	9
123	7
124	6
125	13
126	8
127	8
128	6
129	15
130	10
131	12
132	3
133	10
134	9
135	8
136	10
137	7
138	8
139	3
140	5
141	3
142	12
143	10
144	13
145	6
146	12
147	7
148	12
149	6
150	10
151	6
152	7
153	9
154	5
155	9
156	8
157	4
158	7
159	10
160	8
161	9
162	10
163	9
164	10
165	9
166	14
167	9
168	10
169	11
170	4
171	8
172	10
173	7
174	10
175	14
176	10
177	6
178	8
179	7
180	8
181	9
182	8
183	12
184	10
185	10
186	4
187	8
188	9
189	8
190	11
191	7
192	3
193	7
194	10
195	6
196	6
197	9
198	9
199	10
200	5
201	5
202	5
203	10
204	8
205	8
206	11
207	15
208	5
209	8
210	8
211	9
212	9
213	11
214	7
215	6
216	9
217	9
218	10
219	13
220	10
221	6
222	9
223	7
224	7
225	8
226	4
227	5
228	15
229	6
230	8
231	14
232	8
233	10
234	8
235	2
236	12
237	13
238	12
239	8
240	10
241	8
242	11
243	4
244	4
245	9
246	11
247	7
248	8
249	10
250	16
251	7
252	9
253	14
254	4
255	10
256	3
257	11
258	7
259	10
260	8
261	8
262	12
263	4
264	6
265	14
266	7
267	9
268	8
269	9
270	7
271	10
272	5
273	7
274	6
275	15
276	11
277	10
278	7
279	10
280	12
281	7
282	12
283	9
284	16
285	5
286	6
287	8
288	9
289	6
290	10
291	8
292	11
293	11
294	13
295	11
296	13
297	8
298	7
299	17
300	5
301	7
302	9
303	9
304	12
305	9
306	6
307	5
308	9
309	6
310	13
311	5
312	15
313	6
314	13
315	4
316	7
317	8
318	12
319	11
320	12
321	3
322	14
323	20
324	10
325	10
326	10
327	15
328	14
329	10
330	8
331	8
332	8
333	6
334	6
335	11
336	9
337	14
338	16
339	8
340	12
341	9
342	10
343	6
344	10
345	15
346	4
347	7
348	13
349	7
350	10
351	8
352	10
353	10
354	12
355	3
356	15
357	8
358	8
359	10
360	11
361	15
362	11
363	13
364	7
365	7
366	8
367	9
368	6
369	16
370	12
371	7
372	5
373	12
374	13
375	12
376	10
377	10
378	9
379	9
380	11
381	9
382	16
383	6
384	8
385	15
386	7
387	17
388	9
389	11
390	16
391	11
392	7
393	10
394	11
395	11
396	10
397	5
398	7
399	8
400	14
401	8
402	8
403	12
404	14
405	8
406	9
407	18
408	14
409	13
410	8
411	7
412	7
413	10
414	10
415	10
416	14
417	14
418	8
419	8
420	8
421	12
422	11
423	11
424	12
425	8
426	9
427	11
428	5
429	8
430	13
431	14
432	9
433	10
434	10
435	8
436	12
437	9
438	9
439	11
440	9
441	16
442	9
443	15
444	11
445	11
446	14
447	13
448	6
449	16
450	4
451	15
452	12
453	12
454	11
455	12
456	9
457	17
458	6
459	10
460	8
461	12
462	9
463	7
464	12
465	10
466	10
467	11
468	9
469	7
470	13
471	7
472	12
473	13
474	11
475	12
476	10
477	11
478	15
479	12
480	10
481	7
482	8
483	6
484	15
485	4
486	10
487	9
488	9
489	9
490	12
491	12
492	9
493	9
494	8
495	6
496	12
497	13
498	11
499	16
500	14
501	12
502	15
503	7
504	11
505	15
506	12
507	19
508	13
509	13
510	7
511	7
512	14
513	13
514	10
515	13
516	6
517	10
518	15
519	7
520	11
521	7
522	11
523	11
524	10
525	6
526	10
527	12
528	14
529	12
530	14
531	10
532	12
533	12
